,Sindex_Entry,Freq,Category
0,Donald,40,Organization
1,Donald Trump,29,Organization
2,US President Donald Trump,14,Organization
3,McDonald Jones Stadium,2,Organization
4,Rennea Donaldson,1,Organization
6,Donald Trump-Malcolm Turnbull,1,Organization
7,James McDonald,1,Organization
8,Ken Mc Donald,1,Organization
9,Ken McDonald,1,Organization
10,Ifonly Donald Trump,1,Organization
11,Luke McDonald,1,Organization
12,Tania McDonald,1,Organization
13,Donald Duck,1,Organization
