,Sindex_Entry,Freq,Category
0,Murphy,13,Organization
2,Jacob Murphy,3,Organization
3,Bob Murphy,2,Organization
4,Robert Murphy,1,Organization
5,R.Murphy,1,Organization
6,Marc Murphy,1,Organization
