,Sindex_Entry,Freq,Category
0,Robert,32,Organization
1,Ron-Robert Zieler,3,Organization
4,Robert Huth,3,Organization
6,Robert Jennings 6,2,Organization
7,Tyrone Roberts 15,2,Organization
8,James Roberts 4,2,Organization
9,Robert Harvey,2,Organization
11,Robert Murphy,1,Organization
12,Robert Menzies,1,Organization
14,Robert Roux,1,Organization
