,Sindex_Entry,Freq,Category
0,Silva,15,Person
1,Bernardo Silva,3,Person
2,Marco Silva,3,Person
4,Thiago Silva,2,Person
5,Brazilians Thiago Silva,1,Person
6,Meneka Silva,1,Person
