,Sindex_Entry,Freq,Category
0,Ian,16,Person
1,Ian Rankin,2,Person
2,Ian McPhee,2,Person
3,Ian Strange,2,Person
4,Ian Foote,1,Person
5,Ian Forno,1,Person
6,Ian Sackett,1,Person
7,Ian Kent,1,Person
8,Ian Jannaway,1,Person
9,Ian Martin,1,Person
10,PROFESSOR Ian Lowe,1,Person
11,Ian McMaugh,1,Person
12,Ian McGeechan,1,Person
