,Sindex_Entry,Freq,Category
0,Warren,9,Organization
1,Warren Lanfranchi,4,Organization
2,Sean Poole-Warren,1,Organization
3,Warren Entsch,1,Organization
4,Warren Tredrea,1,Organization
