,Sindex_Entry,Freq,Category
0,Bran,43,Organization
2,Bran-not-Bran,4,Organization
3,GoogleBran,4,Organization
6,Three-Eyed Bran,2,Organization
7,OnBran,2,Organization
9,Bran DGAF,2,Organization
11,Kaiden Brand,1,Organization
