,Sindex_Entry,Freq,Category
0,Wright,18,Organization
1,Isaac Hempstead Wright,5,Organization
3,Sam Wright,2,Organization
4,Matthew Wright 3,2,Organization
5,Jonathan Wright 21,2,Organization
6,N.Wright,1,Organization
7,Nathan Wright,1,Organization
9,Peter Wright,1,Organization
