,Sindex_Entry,Freq,Category
0,SA,18,Organization
1,SANFL,6,Organization
2,Adelaide's SANFL,4,Organization
3,TASA,2,Organization
4,THING I SAID BACK IN SEASON 3,2,Organization
5,SA Sport Gurus,1,Organization
6,SA Premier League,1,Organization
7,CASA,1,Organization
8,NASAMS,1,Organization
9,Port Adelaide's SANFL,1,Organization
10,SACRIFICIAL LAMB,1,Organization
11,Keystone Pictures USA/AlamySource,1,Organization
12,ASAP,1,Organization
