,Sindex_Entry,Freq,Category
0,Michelle,10,Person
1,Michelle Riley,2,Person
2,Michelle Ann Riley,2,Person
3,Michelle Blicavs,1,Person
4,Michelle Walsh,1,Person
5,Michelle Pfeiffer,1,Person
6,Michelle Cantrill,1,Person
